term,window,conf.low,estimate,conf.high,p.value,outcome
DPHP,prenatal,-0.251,1.353,2.956,0.16530196734180502,BRIEF_Child_GEC
DPHP,3y,-0.251,1.353,2.956,0.16530196734180502,BRIEF_Child_GEC
BCEtP,birth,0.003,1.223,2.442,0.09917582732722852,BASC_Child_FII_GC_T
BCEtP,prenatal,0.003,1.223,2.442,0.09917582732722852,BASC_Child_FII_GC_T
BCEtP,3y,0.003,1.223,2.442,0.09917582732722852,BASC_Child_FII_GC_T
BDCPP,birth,-2.439,-0.660,1.119,0.5417074574318754,BASC_Child_FII_GC_T
BDCPP,prenatal,-2.439,-0.660,1.119,0.5417074574318754,BASC_Child_FII_GC_T
BDCPP,3y,-2.439,-0.660,1.119,0.5417074574318754,BASC_Child_FII_GC_T
DBuP,birth,-2.591,-1.198,0.195,0.1571632014246066,BASC_Child_FII_GC_T
DBuP,prenatal,-0.208,2.295,4.798,0.13143730844850987,BASC_Child_FII_GC_T
DBuP,3y,-2.591,-1.198,0.195,0.1571632014246066,BASC_Child_FII_GC_T
DPHP,birth,-0.595,1.125,2.845,0.28187412470386364,BASC_Child_FII_GC_T
DPHP,prenatal,-0.595,1.125,2.845,0.28187412470386364,BASC_Child_FII_GC_T
DPHP,3y,-0.595,1.125,2.845,0.28187412470386364,BASC_Child_FII_GC_T
BCEtP,birth,-0.492,0.647,1.787,0.35012123530910155,BASC_Child_ESI_GC_T
BCEtP,prenatal,-0.492,0.647,1.787,0.35012123530910155,BASC_Child_ESI_GC_T
BCEtP,3y,-0.492,0.647,1.787,0.35012123530910155,BASC_Child_ESI_GC_T
BDCPP,birth,-2.132,-0.660,0.812,0.4606619457923117,BASC_Child_ESI_GC_T
BDCPP,prenatal,-2.132,-0.660,0.812,0.4606619457923117,BASC_Child_ESI_GC_T
BDCPP,3y,-2.132,-0.660,0.812,0.4606619457923117,BASC_Child_ESI_GC_T
DBuP,birth,-1.512,-0.335,0.842,0.6392560416855853,BASC_Child_ESI_GC_T
DBuP,prenatal,-0.076,2.144,4.364,0.1121183114201796,BASC_Child_ESI_GC_T
DBuP,3y,-1.512,-0.335,0.842,0.6392560416855853,BASC_Child_ESI_GC_T
DPHP,birth,-0.966,0.254,1.473,0.7322996682681029,BASC_Child_ESI_GC_T
DPHP,prenatal,-0.966,0.254,1.473,0.7322996682681029,BASC_Child_ESI_GC_T
DPHP,3y,-0.966,0.254,1.473,0.7322996682681029,BASC_Child_ESI_GC_T
BCEtP,birth,-0.051,1.320,2.691,0.11315316943794862,BASC_Child_IHI_GC_T
BCEtP,prenatal,-0.051,1.320,2.691,0.11315316943794862,BASC_Child_IHI_GC_T
BCEtP,3y,-0.051,1.320,2.691,0.11315316943794862,BASC_Child_IHI_GC_T
BDCPP,birth,-1.845,-0.136,1.573,0.895736501336855,BASC_Child_IHI_GC_T
BDCPP,prenatal,-1.845,-0.136,1.573,0.895736501336855,BASC_Child_IHI_GC_T
BDCPP,3y,-1.845,-0.136,1.573,0.895736501336855,BASC_Child_IHI_GC_T
DBuP,birth,-2.067,-0.495,1.078,0.6047230600239131,BASC_Child_IHI_GC_T
DBuP,prenatal,-2.067,-0.495,1.078,0.6047230600239131,BASC_Child_IHI_GC_T
DBuP,3y,-2.067,-0.495,1.078,0.6047230600239131,BASC_Child_IHI_GC_T
DPHP,birth,-0.453,1.550,3.552,0.20299432021418373,BASC_Child_IHI_GC_T
DPHP,prenatal,-0.453,1.550,3.552,0.20299432021418373,BASC_Child_IHI_GC_T
DPHP,3y,-0.453,1.550,3.552,0.20299432021418373,BASC_Child_IHI_GC_T
BCEtP,birth,-0.153,1.101,2.354,0.1487072943749843,BASC_Child_INZ_GC_T
BCEtP,prenatal,-0.153,1.101,2.354,0.1487072943749843,BASC_Child_INZ_GC_T
BCEtP,3y,-0.153,1.101,2.354,0.1487072943749843,BASC_Child_INZ_GC_T
BDCPP,birth,-3.014,-1.302,0.410,0.2110485839632522,BASC_Child_INZ_GC_T
BDCPP,prenatal,-3.014,-1.302,0.410,0.2110485839632522,BASC_Child_INZ_GC_T
BDCPP,3y,-3.014,-1.302,0.410,0.2110485839632522,BASC_Child_INZ_GC_T
DBuP,birth,-2.869,-1.461,-0.053,0.08785328556870964,BASC_Child_INZ_GC_T
DBuP,prenatal,-0.525,2.045,4.615,0.19037723536278836,BASC_Child_INZ_GC_T
DBuP,3y,-1.860,0.236,2.332,0.8528479524572253,BASC_Child_INZ_GC_T
DPHP,birth,-1.406,0.205,1.816,0.8339918423311713,BASC_Child_INZ_GC_T
DPHP,prenatal,-1.406,0.205,1.816,0.8339918423311713,BASC_Child_INZ_GC_T
DPHP,3y,-1.406,0.205,1.816,0.8339918423311713,BASC_Child_INZ_GC_T
BCEtP,birth,-1.466,-0.362,0.743,0.5902555472485538,BASC_Child_PAI_GC_T
BCEtP,prenatal,-1.466,-0.362,0.743,0.5902555472485538,BASC_Child_PAI_GC_T
BCEtP,3y,-1.466,-0.362,0.743,0.5902555472485538,BASC_Child_PAI_GC_T
BDCPP,birth,-1.278,0.213,1.705,0.8139462644153658,BASC_Child_PAI_GC_T
BDCPP,prenatal,-1.278,0.213,1.705,0.8139462644153658,BASC_Child_PAI_GC_T
BDCPP,3y,-1.278,0.213,1.705,0.8139462644153658,BASC_Child_PAI_GC_T
DBuP,birth,-1.592,-0.370,0.852,0.6186055856987317,BASC_Child_PAI_GC_T
DBuP,prenatal,-1.592,-0.370,0.852,0.6186055856987317,BASC_Child_PAI_GC_T
DBuP,3y,-1.592,-0.370,0.852,0.6186055856987317,BASC_Child_PAI_GC_T
DPHP,birth,-1.398,-0.169,1.060,0.8212476032135687,BASC_Child_PAI_GC_T
DPHP,prenatal,-1.398,-0.169,1.060,0.8212476032135687,BASC_Child_PAI_GC_T
DPHP,3y,-1.398,-0.169,1.060,0.8212476032135687,BASC_Child_PAI_GC_T
BCEtP,birth,-0.316,0.854,2.024,0.2300071100224188,BASC_Child_SPI_GC_T
BCEtP,prenatal,-2.922,-1.087,0.748,0.329555623665592,BASC_Child_SPI_GC_T
BCEtP,3y,-0.316,0.854,2.024,0.2300071100224188,BASC_Child_SPI_GC_T
BDCPP,birth,-1.956,-0.642,0.673,0.42201023987530883,BASC_Child_SPI_GC_T
BDCPP,prenatal,-1.956,-0.642,0.673,0.42201023987530883,BASC_Child_SPI_GC_T
BDCPP,3y,-1.956,-0.642,0.673,0.42201023987530883,BASC_Child_SPI_GC_T
DBuP,birth,-1.718,-0.289,1.140,0.739087360523728,BASC_Child_SPI_GC_T
DBuP,prenatal,-1.718,-0.289,1.140,0.739087360523728,BASC_Child_SPI_GC_T
DBuP,3y,-1.718,-0.289,1.140,0.739087360523728,BASC_Child_SPI_GC_T
DPHP,birth,-1.021,0.106,1.233,0.8774183934507233,BASC_Child_SPI_GC_T
DPHP,prenatal,-3.890,-1.900,0.090,0.11628690369489258,BASC_Child_SPI_GC_T
DPHP,3y,-1.021,0.106,1.233,0.8774183934507233,BASC_Child_SPI_GC_T
