term,window,conf.low,estimate,conf.high,p.value,outcome
OPE,prenatal,-0.018,-0.009,-0.000,0.091,precuneus
OPE,prenatal,-0.007,0.002,0.011,0.707,rostralmiddlefrontal
OPE,prenatal,-0.007,0.004,0.014,0.562,superiorfrontal
OPE,prenatal,-0.008,-0.000,0.008,0.986,superiorparietal
OPE,prenatal,-0.006,0.005,0.016,0.482,superiortemporal
OPE,prenatal,-0.006,0.003,0.012,0.589,supramarginal
OPE,prenatal,-0.021,-0.006,0.009,0.509,transversetemporal
OPE,prenatal,-0.012,-0.001,0.010,0.874,insula
OPE,prenatal,-0.006,0.001,0.008,0.755,MeanThickness
OPE,birth,-0.019,-0.005,0.008,0.513,lh_bankssts
OPE,birth,-0.025,-0.010,0.005,0.286,rh_bankssts
OPE,birth,-0.024,-0.006,0.013,0.607,lh_caudalanteriorcingulate
OPE,birth,-0.017,0.000,0.017,0.990,rh_caudalanteriorcingulate
OPE,birth,-0.064,-0.039,-0.015,0.010,lh_frontalpole
OPE,birth,-0.009,0.013,0.034,0.340,rh_frontalpole
OPE,birth,-0.018,-0.004,0.009,0.601,lh_isthmuscingulate
OPE,birth,-0.017,-0.001,0.015,0.926,rh_isthmuscingulate
OPE,birth,-0.021,-0.009,0.003,0.201,lh_parsopercularis
OPE,birth,-0.021,-0.010,0.001,0.144,rh_parsopercularis
OPE,birth,-0.042,-0.025,-0.008,0.015,lh_parsorbitalis
OPE,birth,-0.036,-0.018,-0.001,0.086,rh_parsorbitalis
OPE,birth,-0.008,0.005,0.017,0.546,lh_posteriorcingulate
OPE,birth,-0.019,-0.007,0.006,0.380,rh_posteriorcingulate
OPE,birth,-0.033,-0.017,-0.001,0.086,lh_rostralanteriorcingulate
OPE,birth,-0.030,-0.013,0.004,0.205,rh_rostralanteriorcingulate
OPE,birth,-0.045,-0.018,0.008,0.262,lh_temporalpole
OPE,birth,-0.024,0.001,0.027,0.937,rh_temporalpole
OPE,birth,-0.010,0.000,0.011,0.977,caudalmiddlefrontal
OPE,birth,-0.007,0.002,0.011,0.748,cuneus
OPE,birth,-0.054,-0.028,-0.003,0.066,entorhinal
OPE,birth,-0.018,-0.008,0.002,0.172,fusiform
OPE,birth,-0.013,-0.004,0.005,0.468,inferiorparietal
OPE,birth,-0.022,-0.010,0.001,0.145,inferiortemporal
OPE,birth,-0.017,-0.009,-0.000,0.087,lateraloccipital
OPE,birth,-0.018,-0.006,0.006,0.420,lateralorbitofrontal
OPE,birth,-0.013,-0.003,0.006,0.547,lingual
OPE,birth,-0.021,-0.010,0.002,0.177,medialorbitofrontal
OPE,birth,-0.015,-0.004,0.008,0.592,middletemporal
OPE,birth,-0.033,-0.015,0.003,0.168,parahippocampal
OPE,birth,-0.014,-0.002,0.009,0.737,paracentral
OPE,birth,-0.023,-0.011,0.000,0.104,parstriangularis
OPE,birth,-0.015,-0.005,0.004,0.354,pericalcarine
OPE,birth,-0.011,-0.002,0.008,0.763,postcentral
OPE,birth,-0.012,-0.002,0.009,0.797,precentral
OPE,birth,-0.016,-0.007,0.002,0.230,precuneus
OPE,birth,-0.017,-0.007,0.003,0.243,rostralmiddlefrontal
OPE,birth,-0.015,-0.004,0.008,0.609,superiorfrontal
OPE,birth,-0.018,-0.009,-0.000,0.090,superiorparietal
OPE,birth,-0.020,-0.009,0.003,0.221,superiortemporal
OPE,birth,-0.011,-0.001,0.008,0.828,supramarginal
OPE,birth,-0.028,-0.012,0.004,0.215,transversetemporal
OPE,birth,-0.024,-0.012,-0.001,0.082,insula
OPE,birth,-0.013,-0.006,0.001,0.189,MeanThickness
OPE,3y,-0.003,0.012,0.027,0.181,lh_bankssts
OPE,3y,-0.009,0.007,0.024,0.481,rh_bankssts
OPE,3y,-0.018,0.004,0.025,0.780,lh_caudalanteriorcingulate
OPE,3y,-0.005,0.014,0.033,0.221,rh_caudalanteriorcingulate
OPE,3y,-0.032,-0.006,0.020,0.711,lh_frontalpole
OPE,3y,-0.014,0.010,0.034,0.500,rh_frontalpole
OPE,3y,-0.002,0.014,0.030,0.165,lh_isthmuscingulate
OPE,3y,0.000,0.017,0.034,0.096,rh_isthmuscingulate
OPE,3y,-0.008,0.005,0.018,0.563,lh_parsopercularis
OPE,3y,-0.012,0.000,0.013,0.950,rh_parsopercularis
OPE,3y,-0.005,0.014,0.032,0.227,lh_parsorbitalis
OPE,3y,-0.007,0.011,0.030,0.306,rh_parsorbitalis
OPE,3y,-0.001,0.012,0.025,0.145,lh_posteriorcingulate
OPE,3y,0.005,0.018,0.030,0.021,rh_posteriorcingulate
OPE,3y,-0.022,-0.004,0.013,0.678,lh_rostralanteriorcingulate
OPE,3y,-0.010,0.006,0.022,0.538,rh_rostralanteriorcingulate
OPE,3y,-0.011,0.015,0.040,0.344,lh_temporalpole
OPE,3y,-0.000,0.028,0.057,0.109,rh_temporalpole
OPE,3y,-0.010,0.000,0.011,0.986,caudalmiddlefrontal
OPE,3y,0.002,0.012,0.023,0.055,cuneus
OPE,3y,-0.036,-0.007,0.022,0.691,entorhinal
OPE,3y,-0.003,0.007,0.017,0.267,fusiform
OPE,3y,0.002,0.013,0.023,0.050,inferiorparietal
OPE,3y,-0.008,0.005,0.017,0.563,inferiortemporal
OPE,3y,-0.001,0.008,0.017,0.166,lateraloccipital
OPE,3y,-0.003,0.009,0.022,0.233,lateralorbitofrontal
OPE,3y,0.001,0.012,0.023,0.065,lingual
OPE,3y,-0.007,0.005,0.017,0.486,medialorbitofrontal
OPE,3y,-0.005,0.009,0.022,0.285,middletemporal
OPE,3y,-0.012,0.008,0.027,0.530,parahippocampal
OPE,3y,0.005,0.017,0.029,0.020,paracentral
OPE,3y,-0.006,0.006,0.017,0.421,parstriangularis
OPE,3y,-0.012,-0.000,0.012,0.967,pericalcarine
OPE,3y,-0.006,0.004,0.013,0.555,postcentral
OPE,3y,0.003,0.015,0.026,0.036,precentral
OPE,3y,-0.003,0.007,0.017,0.233,precuneus
OPE,3y,-0.008,0.002,0.012,0.768,rostralmiddlefrontal
OPE,3y,-0.007,0.005,0.017,0.523,superiorfrontal
OPE,3y,-0.002,0.008,0.018,0.182,superiorparietal
OPE,3y,-0.005,0.007,0.020,0.338,superiortemporal
OPE,3y,-0.002,0.009,0.019,0.165,supramarginal
OPE,3y,-0.012,0.004,0.020,0.709,transversetemporal
OPE,3y,-0.011,0.001,0.012,0.917,insula
OPE,3y,-0.001,0.007,0.015,0.169,MeanThickness
OPE,5-8y,-0.018,-0.001,0.016,0.925,lh_bankssts
OPE,5-8y,-0.019,-0.001,0.018,0.950,rh_bankssts
OPE,5-8y,-0.033,-0.012,0.010,0.379,lh_caudalanteriorcingulate
OPE,5-8y,-0.016,0.003,0.022,0.783,rh_caudalanteriorcingulate
OPE,5-8y,-0.043,-0.015,0.012,0.362,lh_frontalpole
OPE,5-8y,0.004,0.029,0.054,0.060,rh_frontalpole
OPE,5-8y,-0.014,0.003,0.019,0.795,lh_isthmuscingulate
OPE,5-8y,-0.031,-0.011,0.008,0.350,rh_isthmuscingulate
OPE,5-8y,-0.014,0.000,0.014,0.961,lh_parsopercularis
OPE,5-8y,-0.012,0.001,0.014,0.909,rh_parsopercularis
OPE,5-8y,-0.007,0.014,0.034,0.274,lh_parsorbitalis
OPE,5-8y,-0.011,0.008,0.027,0.494,rh_parsorbitalis
OPE,5-8y,-0.032,-0.018,-0.004,0.035,lh_posteriorcingulate
OPE,5-8y,-0.011,0.003,0.017,0.702,rh_posteriorcingulate
OPE,5-8y,-0.009,0.010,0.029,0.406,lh_rostralanteriorcingulate
OPE,5-8y,-0.014,0.006,0.026,0.615,rh_rostralanteriorcingulate
OPE,5-8y,-0.036,-0.011,0.015,0.485,lh_temporalpole
OPE,5-8y,-0.018,0.015,0.047,0.463,rh_temporalpole
OPE,5-8y,-0.009,0.003,0.016,0.639,caudalmiddlefrontal
OPE,5-8y,-0.009,0.002,0.014,0.732,cuneus
OPE,5-8y,-0.002,0.026,0.055,0.135,entorhinal
OPE,5-8y,-0.008,0.003,0.014,0.694,fusiform
OPE,5-8y,-0.014,-0.003,0.008,0.655,inferiorparietal
OPE,5-8y,-0.010,0.003,0.017,0.681,inferiortemporal
OPE,5-8y,-0.015,-0.005,0.005,0.398,lateraloccipital
OPE,5-8y,-0.006,0.007,0.021,0.367,lateralorbitofrontal
OPE,5-8y,-0.012,-0.000,0.012,0.968,lingual
OPE,5-8y,-0.009,0.005,0.018,0.575,medialorbitofrontal
OPE,5-8y,-0.012,0.002,0.016,0.825,middletemporal
OPE,5-8y,-0.007,0.013,0.033,0.272,parahippocampal
OPE,5-8y,-0.007,0.006,0.020,0.424,paracentral
OPE,5-8y,-0.015,-0.002,0.011,0.816,parstriangularis
OPE,5-8y,-0.001,0.010,0.022,0.150,pericalcarine
OPE,5-8y,-0.015,-0.005,0.006,0.461,postcentral
OPE,5-8y,-0.005,0.007,0.019,0.361,precentral
OPE,5-8y,-0.010,0.001,0.012,0.868,precuneus
OPE,5-8y,-0.007,0.004,0.015,0.552,rostralmiddlefrontal
OPE,5-8y,-0.012,0.002,0.015,0.834,superiorfrontal
OPE,5-8y,-0.017,-0.006,0.004,0.302,superiorparietal
OPE,5-8y,-0.011,0.003,0.016,0.752,superiortemporal
OPE,5-8y,-0.010,0.001,0.012,0.835,supramarginal
OPE,5-8y,-0.021,-0.004,0.013,0.713,transversetemporal
OPE,5-8y,-0.022,-0.010,0.003,0.192,insula
OPE,5-8y,-0.008,0.000,0.009,0.944,MeanThickness
OPE,8y,-0.010,0.003,0.015,0.732,lh_bankssts
OPE,8y,-0.013,0.000,0.014,0.961,rh_bankssts
OPE,8y,-0.019,-0.002,0.015,0.874,lh_caudalanteriorcingulate
OPE,8y,-0.005,0.011,0.027,0.248,rh_caudalanteriorcingulate
OPE,8y,-0.031,-0.009,0.013,0.484,lh_frontalpole
OPE,8y,-0.013,0.007,0.028,0.551,rh_frontalpole
OPE,8y,0.004,0.017,0.029,0.028,lh_isthmuscingulate
OPE,8y,-0.011,0.004,0.019,0.684,rh_isthmuscingulate
OPE,8y,-0.015,-0.004,0.006,0.516,lh_parsopercularis
OPE,8y,-0.016,-0.006,0.005,0.373,rh_parsopercularis
OPE,8y,-0.015,0.001,0.018,0.892,lh_parsorbitalis
OPE,8y,-0.013,0.003,0.019,0.768,rh_parsorbitalis
OPE,8y,-0.016,-0.004,0.007,0.533,lh_posteriorcingulate
OPE,8y,-0.000,0.011,0.022,0.110,rh_posteriorcingulate
OPE,8y,-0.017,-0.002,0.013,0.825,lh_rostralanteriorcingulate
OPE,8y,-0.006,0.010,0.025,0.308,rh_rostralanteriorcingulate
OPE,8y,-0.027,-0.005,0.017,0.696,lh_temporalpole
OPE,8y,-0.004,0.021,0.045,0.163,rh_temporalpole
OPE,8y,-0.014,-0.004,0.005,0.454,caudalmiddlefrontal
OPE,8y,-0.006,0.003,0.013,0.548,cuneus
OPE,8y,-0.019,0.005,0.029,0.757,entorhinal
OPE,8y,-0.005,0.003,0.012,0.510,fusiform
OPE,8y,-0.007,0.002,0.010,0.757,inferiorparietal
OPE,8y,-0.009,0.002,0.012,0.775,inferiortemporal
OPE,8y,-0.008,0.000,0.008,0.946,lateraloccipital
OPE,8y,-0.003,0.008,0.018,0.251,lateralorbitofrontal
OPE,8y,-0.004,0.005,0.014,0.345,lingual
OPE,8y,-0.006,0.004,0.015,0.503,medialorbitofrontal
OPE,8y,-0.007,0.004,0.014,0.549,middletemporal
OPE,8y,-0.012,0.004,0.021,0.675,parahippocampal
OPE,8y,-0.006,0.005,0.015,0.469,paracentral
OPE,8y,-0.009,0.001,0.011,0.934,parstriangularis
OPE,8y,-0.008,0.002,0.011,0.787,pericalcarine
OPE,8y,-0.011,-0.002,0.006,0.642,postcentral
OPE,8y,-0.005,0.005,0.014,0.408,precentral
OPE,8y,-0.006,0.002,0.011,0.671,precuneus
OPE,8y,-0.008,0.001,0.010,0.886,rostralmiddlefrontal
OPE,8y,-0.012,-0.002,0.009,0.808,superiorfrontal
OPE,8y,-0.009,-0.000,0.008,0.964,superiorparietal
OPE,8y,-0.010,0.000,0.010,0.999,superiortemporal
OPE,8y,-0.007,0.001,0.010,0.794,supramarginal
OPE,8y,-0.018,-0.004,0.011,0.667,transversetemporal
OPE,8y,-0.015,-0.005,0.006,0.457,insula
OPE,8y,-0.006,0.001,0.008,0.761,MeanThickness
