term,window,conf.low,estimate,conf.high,p.value,outcome
OPE,prenatal,-0.138,-0.046,0.046,0.412,precuneus
OPE,prenatal,-0.005,0.027,0.060,0.169,rostralanteriorcingulate
OPE,prenatal,-0.059,0.094,0.246,0.313,rostralmiddlefrontal
OPE,prenatal,-0.091,0.090,0.272,0.415,superiorfrontal
OPE,prenatal,-0.063,0.056,0.174,0.443,superiorparietal
OPE,prenatal,0.014,0.107,0.200,0.061,superiortemporal
OPE,prenatal,-0.042,0.076,0.194,0.289,supramarginal
OPE,prenatal,-0.012,0.000,0.012,0.984,transversetemporal
OPE,prenatal,-0.079,-0.029,0.020,0.327,insula
OPE,birth,-0.051,-0.008,0.035,0.768,lh_bankssts
OPE,birth,-0.020,0.011,0.042,0.567,rh_bankssts
OPE,birth,-0.043,-0.004,0.034,0.856,lh_caudalanteriorcingulate
OPE,birth,0.006,0.045,0.085,0.063,rh_caudalanteriorcingulate
OPE,birth,-0.022,-0.006,0.009,0.494,lh_frontalpole
OPE,birth,0.006,0.023,0.040,0.029,rh_frontalpole
OPE,birth,-0.057,-0.029,-0.002,0.080,lh_temporalpole
OPE,birth,-0.027,0.002,0.031,0.913,rh_temporalpole
OPE,birth,0.029,0.112,0.194,0.028,caudalmiddlefrontal
OPE,birth,-0.038,0.004,0.046,0.886,cuneus
OPE,birth,-0.051,-0.023,0.006,0.188,entorhinal
OPE,birth,-0.050,0.039,0.128,0.472,fusiform
OPE,birth,0.012,0.148,0.284,0.076,inferiorparietal
OPE,birth,-0.140,-0.025,0.090,0.722,inferiortemporal
OPE,birth,-0.026,0.002,0.030,0.919,isthmuscingulate
OPE,birth,-0.094,0.023,0.140,0.750,lateraloccipital
OPE,birth,0.018,0.088,0.158,0.040,lateralorbitofrontal
OPE,birth,-0.075,0.008,0.090,0.877,lingual
OPE,birth,-0.006,0.038,0.083,0.158,medialorbitofrontal
OPE,birth,-0.002,0.104,0.210,0.108,middletemporal
OPE,birth,-0.022,-0.001,0.019,0.922,parahippocampal
OPE,birth,0.013,0.051,0.090,0.028,paracentral
OPE,birth,-0.034,0.015,0.063,0.620,parsopercularis
OPE,birth,-0.020,0.008,0.037,0.626,parsorbitalis
OPE,birth,-0.034,0.015,0.063,0.622,parstriangularis
OPE,birth,-0.025,0.009,0.043,0.660,pericalcarine
OPE,birth,0.004,0.092,0.179,0.086,postcentral
OPE,birth,0.021,0.057,0.093,0.011,posteriorcingulate
OPE,birth,0.035,0.149,0.262,0.033,precentral
OPE,birth,-0.040,0.053,0.147,0.350,precuneus
OPE,birth,0.002,0.039,0.077,0.084,rostralanteriorcingulate
OPE,birth,-0.061,0.108,0.276,0.295,rostralmiddlefrontal
OPE,birth,0.129,0.323,0.518,0.007,superiorfrontal
OPE,birth,-0.021,0.106,0.232,0.172,superiorparietal
OPE,birth,0.003,0.100,0.197,0.092,superiortemporal
OPE,birth,-0.017,0.106,0.229,0.159,supramarginal
OPE,birth,-0.000,0.013,0.025,0.104,transversetemporal
OPE,birth,-0.017,0.038,0.093,0.258,insula
OPE,3y,-0.061,-0.015,0.031,0.585,lh_bankssts
OPE,3y,-0.016,0.018,0.052,0.383,rh_bankssts
OPE,3y,-0.036,0.005,0.045,0.853,lh_caudalanteriorcingulate
OPE,3y,-0.046,-0.002,0.042,0.934,rh_caudalanteriorcingulate
OPE,3y,-0.019,-0.003,0.012,0.708,lh_frontalpole
OPE,3y,-0.003,0.014,0.032,0.181,rh_frontalpole
OPE,3y,-0.011,0.019,0.050,0.294,lh_temporalpole
OPE,3y,0.011,0.047,0.084,0.036,rh_temporalpole
OPE,3y,-0.021,0.068,0.157,0.215,caudalmiddlefrontal
OPE,3y,0.005,0.052,0.099,0.072,cuneus
OPE,3y,-0.028,0.004,0.037,0.820,entorhinal
OPE,3y,-0.037,0.061,0.159,0.308,fusiform
OPE,3y,-0.125,0.022,0.168,0.809,inferiorparietal
OPE,3y,0.008,0.139,0.270,0.084,inferiortemporal
OPE,3y,0.016,0.045,0.073,0.012,isthmuscingulate
OPE,3y,0.012,0.139,0.267,0.075,lateraloccipital
OPE,3y,-0.016,0.062,0.141,0.195,lateralorbitofrontal
OPE,3y,0.019,0.109,0.199,0.048,lingual
OPE,3y,0.009,0.062,0.115,0.057,medialorbitofrontal
OPE,3y,-0.045,0.078,0.200,0.298,middletemporal
OPE,3y,-0.011,0.013,0.038,0.370,parahippocampal
OPE,3y,0.022,0.063,0.104,0.013,paracentral
OPE,3y,-0.033,0.023,0.079,0.503,parsopercularis
OPE,3y,-0.004,0.025,0.053,0.154,parsorbitalis
OPE,3y,-0.055,0.001,0.056,0.988,parstriangularis
OPE,3y,0.011,0.050,0.090,0.038,pericalcarine
OPE,3y,-0.036,0.052,0.139,0.333,postcentral
OPE,3y,0.001,0.039,0.077,0.090,posteriorcingulate
OPE,3y,0.067,0.182,0.298,0.010,precentral
OPE,3y,0.043,0.144,0.245,0.021,precuneus
OPE,3y,-0.042,-0.003,0.037,0.907,rostralanteriorcingulate
OPE,3y,-0.160,0.038,0.237,0.752,rostralmiddlefrontal
OPE,3y,0.047,0.277,0.506,0.050,superiorfrontal
OPE,3y,-0.011,0.123,0.258,0.135,superiorparietal
OPE,3y,-0.012,0.106,0.224,0.142,superiortemporal
OPE,3y,-0.100,0.047,0.194,0.601,supramarginal
OPE,3y,-0.010,0.004,0.017,0.657,transversetemporal
OPE,3y,-0.021,0.035,0.092,0.305,insula
OPE,5-8y,-0.055,-0.001,0.052,0.966,lh_bankssts
OPE,5-8y,-0.044,-0.010,0.025,0.645,rh_bankssts
OPE,5-8y,-0.028,0.016,0.059,0.556,lh_caudalanteriorcingulate
OPE,5-8y,-0.044,0.007,0.058,0.820,rh_caudalanteriorcingulate
OPE,5-8y,-0.021,-0.004,0.013,0.679,lh_frontalpole
OPE,5-8y,-0.005,0.016,0.036,0.210,rh_frontalpole
OPE,5-8y,-0.045,-0.014,0.018,0.475,lh_temporalpole
OPE,5-8y,-0.039,-0.004,0.030,0.830,rh_temporalpole
OPE,5-8y,-0.069,0.024,0.117,0.672,caudalmiddlefrontal
OPE,5-8y,-0.057,-0.008,0.041,0.788,cuneus
OPE,5-8y,-0.037,-0.003,0.031,0.884,entorhinal
OPE,5-8y,-0.164,-0.061,0.042,0.329,fusiform
OPE,5-8y,-0.177,-0.017,0.143,0.861,inferiorparietal
OPE,5-8y,-0.182,-0.048,0.086,0.560,inferiortemporal
OPE,5-8y,-0.053,-0.020,0.012,0.301,isthmuscingulate
OPE,5-8y,-0.237,-0.106,0.026,0.190,lateraloccipital
OPE,5-8y,-0.034,0.046,0.126,0.347,lateralorbitofrontal
OPE,5-8y,-0.095,0.000,0.096,0.996,lingual
OPE,5-8y,-0.007,0.048,0.103,0.157,medialorbitofrontal
OPE,5-8y,-0.158,-0.026,0.106,0.745,middletemporal
OPE,5-8y,-0.029,-0.004,0.021,0.792,parahippocampal
OPE,5-8y,-0.018,0.030,0.077,0.307,paracentral
OPE,5-8y,-0.087,-0.031,0.024,0.357,parsopercularis
OPE,5-8y,-0.027,0.004,0.034,0.843,parsorbitalis
OPE,5-8y,-0.157,-0.100,-0.042,0.005,parstriangularis
OPE,5-8y,0.007,0.046,0.085,0.056,pericalcarine
OPE,5-8y,-0.084,0.013,0.110,0.829,postcentral
OPE,5-8y,-0.008,0.036,0.081,0.180,posteriorcingulate
OPE,5-8y,-0.067,0.062,0.191,0.431,precentral
OPE,5-8y,-0.229,-0.111,0.008,0.128,precuneus
OPE,5-8y,-0.056,-0.014,0.029,0.593,rostralanteriorcingulate
OPE,5-8y,-0.142,0.052,0.246,0.660,rostralmiddlefrontal
OPE,5-8y,-0.232,0.006,0.244,0.967,superiorfrontal
OPE,5-8y,-0.233,-0.078,0.076,0.407,superiorparietal
OPE,5-8y,-0.133,-0.010,0.113,0.892,superiortemporal
OPE,5-8y,-0.147,0.001,0.149,0.990,supramarginal
OPE,5-8y,-0.027,-0.013,0.001,0.134,transversetemporal
OPE,5-8y,-0.075,-0.011,0.053,0.775,insula
OPE,8y,-0.050,-0.012,0.026,0.612,lh_bankssts
OPE,8y,-0.025,0.004,0.032,0.827,rh_bankssts
OPE,8y,-0.004,0.030,0.063,0.147,lh_caudalanteriorcingulate
OPE,8y,-0.030,0.008,0.046,0.720,rh_caudalanteriorcingulate
OPE,8y,-0.018,-0.005,0.008,0.547,lh_frontalpole
OPE,8y,-0.002,0.013,0.029,0.168,rh_frontalpole
OPE,8y,-0.029,-0.004,0.021,0.794,lh_temporalpole
OPE,8y,-0.004,0.025,0.055,0.157,rh_temporalpole
OPE,8y,-0.040,0.035,0.110,0.445,caudalmiddlefrontal
OPE,8y,-0.053,-0.012,0.029,0.626,cuneus
OPE,8y,-0.034,-0.007,0.020,0.660,entorhinal
OPE,8y,-0.073,0.006,0.086,0.894,fusiform
OPE,8y,-0.185,-0.062,0.061,0.409,inferiorparietal
OPE,8y,-0.085,0.020,0.125,0.750,inferiortemporal
OPE,8y,-0.015,0.011,0.037,0.503,isthmuscingulate
OPE,8y,-0.139,-0.031,0.077,0.638,lateraloccipital
OPE,8y,-0.024,0.038,0.101,0.316,lateralorbitofrontal
OPE,8y,-0.083,-0.006,0.071,0.903,lingual
OPE,8y,-0.021,0.021,0.064,0.414,medialorbitofrontal
OPE,8y,-0.057,0.042,0.142,0.482,middletemporal
OPE,8y,-0.013,0.007,0.026,0.565,parahippocampal
OPE,8y,-0.006,0.029,0.064,0.176,paracentral
OPE,8y,-0.076,-0.030,0.017,0.298,parsopercularis
OPE,8y,-0.012,0.012,0.037,0.411,parsorbitalis
OPE,8y,-0.095,-0.050,-0.004,0.077,parstriangularis
OPE,8y,-0.015,0.018,0.051,0.375,pericalcarine
OPE,8y,-0.064,0.014,0.091,0.770,postcentral
OPE,8y,-0.006,0.028,0.061,0.178,posteriorcingulate
OPE,8y,-0.006,0.096,0.198,0.122,precentral
OPE,8y,-0.106,-0.015,0.077,0.794,precuneus
OPE,8y,-0.058,-0.025,0.007,0.202,rostralanteriorcingulate
OPE,8y,-0.204,-0.049,0.107,0.606,rostralmiddlefrontal
OPE,8y,-0.145,0.042,0.230,0.712,superiorfrontal
OPE,8y,-0.085,0.033,0.150,0.646,superiorparietal
OPE,8y,-0.100,-0.007,0.086,0.902,superiortemporal
OPE,8y,-0.165,-0.049,0.066,0.484,supramarginal
OPE,8y,-0.026,-0.015,-0.003,0.034,transversetemporal
OPE,8y,-0.043,0.006,0.054,0.850,insula
